base,shoulder,elbow,wrist1,wrist2,gripper
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
84.67565543039984,44.75131086079968,169.50262172159935,90,150,50
80.07395310787517,50,180,90,120,50
79.54605157037486,50,180,90,120,50
79.07214853062504,50,180,90,120,50
78.49478014022515,50,180,90,120,50
78.11288977597519,50,180,90,120,50
77.64395124147538,50,180,90,120,50
77.90458375907512,50,180,90,120,50
107.6558860794496,50,180,90,120,50
108.64911001640047,50,180,90,120,50
109.65147485382546,50,180,90,120,50
110.64272338167491,50,180,90,120,50
111.64191934115044,50,180,90,120,50
112.63926272367516,50,180,90,120,50
113.63828615555059,50,180,90,120,50
114.63304067644975,50,180,90,120,50
115.63432860290061,50,180,90,120,50
116.63571940152497,50,180,90,120,50
117.62847433392551,50,180,90,120,50
118.62742368147468,50,180,90,120,50
108.75746698707465,50,180,90,120,50
108.50214413067472,50,180,90,120,50
110.94089486227504,50,180,90,120,50
109.48522507497471,50,180,90,120,50
108.46215500122497,50,180,90,120,50
108.837394667475,50,180,90,120,50
109.21013719747492,50,180,90,120,50
109.48201775207488,50,180,90,120,50
113.104358669075,50,180,90,120,50
111.63800346087507,50,180,90,120,50
112.06468039507475,50,180,90,120,50
109.8183360600248,50,180,90,120,50
110.11942127659995,50,180,90,120,50
110.42307649082497,50,180,90,120,50
110.72486546457499,50,180,90,120,50
111.02917721269995,50,180,90,120,50
111.32961934149998,50,180,90,120,50
111.63351599307482,50,180,90,120,50
111.93453819284991,50,180,90,120,50
112.23834880132473,50,180,90,120,50
112.53939166789999,50,180,90,120,50
112.84622086942474,50,180,90,120,50
113.14441319984974,50,180,90,120,50
113.44880578202478,50,180,90,120,50
113.74945949142469,50,180,90,120,50
114.05794979607487,50,180,90,120,50
114.35451928357494,50,180,90,120,50
114.65915268599983,50,180,90,120,50
114.95957240862487,50,180,90,120,50
115.26339321134986,50,180,90,120,50
115.56442790134992,50,180,90,120,50
115.86919434629972,50,180,90,120,50
116.16943217869986,50,180,90,120,50
116.47429856057495,50,180,90,120,50
116.77442984642491,50,180,90,120,50
117.08179401920002,50,180,90,120,50
117.37940673239997,50,180,90,120,50
117.68409951254986,50,180,90,120,50
117.98440126319983,50,180,90,120,50
118.28856164939998,50,180,90,120,50
118.58934184615,50,180,90,120,50
118.89350850619984,50,180,90,120,50
119.19442628599994,50,180,90,120,50
119.49923099417487,50,180,90,120,50
119.79941398332484,50,180,90,120,50
120.10428411922477,50,180,90,120,50
120.40440633007475,50,180,90,120,50
120.70865763264997,50,180,90,120,50
121.0113379649999,50,180,90,120,50
121.31189537957488,50,180,90,120,50
121.61643926619999,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
130,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
78.66093507479994,50,180,90,120,50
78.11973286740019,50,180,90,120,50
77.68496269804999,50,180,90,120,50
77.14934456440028,50,180,90,120,50
76.72051347940014,50,180,90,120,50
76.60923261950028,50,180,90,120,50
81.66471938550032,50,180,90,120,50
81.41931744585024,50,180,90,120,50
82.85474099755028,50,180,90,120,50
82.37332896955027,50,180,90,120,50
82.08995283850027,50,180,90,120,50
81.90388107430017,50,180,90,120,50
79.98579465010033,50,180,90,120,50
79.71870282300024,50,180,90,120,50
78.45543967630026,50,180,90,120,50
78.2892345204251,50,180,90,120,50
78.14746400342541,50,180,90,120,50
78.15996150107537,50,180,90,120,50
77.98240359107511,50,180,90,120,50
78.38271070395035,50,180,90,120,50
78.24218319410028,50,180,90,120,50
77.99923739422515,50,180,90,120,50
77.96757476622513,50,180,90,120,50
77.47266059952537,50,180,90,120,50
77.22731505152527,50,180,90,120,50
77.1402387135253,50,180,90,120,50
76.90251675315014,50,180,90,120,50
76.66461691002529,50,180,90,120,50
76.42751725665038,50,180,90,120,50
76.08384063937523,50,180,90,120,50
77.25969698437528,50,180,90,120,50
77.08435472637522,50,180,90,120,50
77.01470229987521,50,180,90,120,50
76.79135711542524,50,180,90,120,50
76.7246960542502,50,180,90,120,50
76.55642307190018,50,180,90,120,50
76.38971014937516,50,180,90,120,50
76.22153335557516,50,180,90,120,50
76.05489772927521,50,180,90,120,50
75.88685784997527,50,180,90,120,50
75.71975459382516,50,180,90,120,50
75.55182147902518,50,180,90,120,50
75.33191097042516,50,180,90,120,50
75.16181938292523,50,180,90,120,50
75.04422653767524,50,180,90,120,50
74.87674548025021,50,180,90,120,50
74.70960667725029,50,180,90,120,50
74.54183237590017,50,180,90,120,50
75.05711673990027,50,180,90,120,50
74.92215238260023,50,180,90,120,50
74.73486440347524,50,180,90,120,50
74.59718320322516,50,180,90,120,50
74.45846335685023,50,180,90,120,50
74.32189301635023,50,180,90,120,50
74.18397213710028,50,180,90,120,50
74.0467056739752,50,180,90,120,50
74.22292886995017,50,180,90,120,50
74.36441364225018,50,180,90,120,50
74.25350091285023,50,180,90,120,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
74.25350091285023,22.907001825700448,125.8140036514009,90,150,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
90.0,50,180,90,120,50
84.8545084957001,50,180,90,120,50
77.89059304144992,50,180,90,120,50
77.32469907020007,50,180,90,120,50
76.76050750044989,50,180,90,120,50
76.19471522354985,50,180,90,120,50
75.59957093674959,50,180,90,120,50
75.06481561274971,50,180,90,120,50
74.49939319615004,50,180,90,120,50
104.27826490415008,50,180,90,120,50
105.16824010895033,50,180,90,120,50
106.04873148335035,50,180,90,120,50
106.93260772494995,50,180,90,120,50
107.80111168655039,50,180,90,120,50
108.68247930334991,50,180,90,120,50
109.55695921295036,50,180,90,120,50
110.43693905215068,50,180,90,120,50
111.32605480494993,50,180,90,120,50
112.20527165775056,50,180,90,120,50
113.08735043775059,50,180,90,120,50
113.95867607534991,50,180,90,120,50
114.85129353295068,50,180,90,120,50
115.72079205294995,50,180,90,120,50
116.60962294975033,50,180,90,120,50
117.49220934895047,50,180,90,120,50
118.35840529935021,50,180,90,120,50
119.23737086815007,50,180,90,120,50
99.74719208225005,50,180,90,120,50
99.65344400705008,50,180,90,120,50
99.56683956035,50,180,90,120,50
99.47609724845007,50,180,90,120,50
98.91413850620009,50,180,90,120,50
98.80116725607506,50,180,90,120,50
98.68658571357507,50,180,90,120,50
98.57625336807497,50,180,90,120,50
98.46522876057509,50,180,90,120,50
97.87987125897502,50,180,90,120,50
98.11260692402499,50,180,90,120,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
98.11260692402499,60.46260692402498,180,90,150,50
73.49234150880007,50,180,90,120,50
72.72430089214984,50,180,90,120,50
71.93902624420016,50,180,90,120,50
71.81547890197507,50,180,90,120,50
71.06677852279992,50,180,90,120,50
70.33031071589971,50,180,90,120,50
69.57834285380025,50,180,90,120,50
68.81312070502516,50,180,90,120,50
68.07594709074996,50,180,90,120,50
67.31795735492545,50,180,90,120,50
66.55071657975016,50,180,90,120,50
65.81372509305046,50,180,90,120,50
65.04727150812512,50,180,90,120,50
64.29536356760003,50,180,90,120,50
63.55948897149972,50,180,90,120,50
62.79956268445035,50,180,90,120,50
62.046327574725396,50,180,90,120,50
61.30139940280015,50,180,90,120,50
60.54617395315027,50,180,90,120,50
59.7931453595254,50,180,90,120,50
59.045661366500525,50,180,90,120,50
58.275174569699814,50,180,90,120,50
57.54047692875015,50,180,90,120,50
56.78634245359997,50,180,90,120,50
56.03526420452536,50,180,90,120,50
55.282297060049956,50,180,90,120,50
54.53040319127492,50,180,90,120,50
53.77674641065047,50,180,90,120,50
53.02452088502531,50,180,90,120,50
52.25706481960033,50,180,90,120,50
51.45927347752472,50,180,90,120,50
50.76856490967492,50,180,90,120,50
69.60278513387496,50,180,90,120,50
69.77969891507495,50,180,90,120,50
69.95920819727495,50,180,90,120,50
70.13889454367485,50,180,90,120,50
70.31913728267479,50,180,90,120,50
70.49869176467482,50,180,90,120,50
70.6793994652748,50,180,90,120,50
70.85990956907492,50,180,90,120,50
67.20741788087491,50,180,90,120,50
66.99486766562491,50,180,90,120,50
67.1922897622749,50,180,90,120,50
67.1898357124999,50,180,90,120,50
66.76710907247491,50,180,90,120,50
66.74518306839991,50,180,90,120,50
66.72270548784991,50,180,90,120,50
66.70002022644991,50,180,90,120,50
68.35758938859993,50,180,90,120,50
68.15299286084993,50,180,90,120,50
68.19814431959989,50,180,90,120,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
68.19814431959989,27.298144319599892,134.59628863919977,90,150,50
